rows count,time
5150,0.07110118865966797
10452,0.1407175064086914
16408,0.22734379768371582
24442,0.3397848606109619
31813,0.45986056327819824
40317,0.5867786407470703
50643,0.7384271621704102
61363,0.8931236267089844
71836,1.0441904067993164
82550,1.231154441833496
