rows count,time
5150,28.71903944015503
10452,58.347057819366455
16408,91.57631182670593
24442,136.44846773147583
31813,177.72340965270996
40317,225.1093292236328
50643,282.8125295639038
61363,342.6610150337219
71836,401.04958152770996
82550,460.88153052330017
